"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.944095250E0,-1.376695335E-1,-2.177593708E0,-1.104970872E-1
4.963948250E0,-1.723596901E-1,-2.347839117E0,-2.306933552E-1
4.983802250E0,-4.121795297E-1,-2.604975939E0,-1.218167245E-1
5.003655250E0,-3.683502078E-1,-3.778474092E0,-3.127522469E-1
5.023508250E0,-3.736268878E-1,-3.998412132E0,4.780979455E-2
5.043362250E0,-1.311002076E-1,-4.163549900E0,4.655838907E-1
5.063215250E0,-6.999954581E-2,-5.409340382E0,5.968575478E-1
5.083069250E0,-9.256125242E-2,-5.626352310E0,6.052730605E-2
5.102922250E0,6.640595198E-1,-2.918298483E0,-5.016061664E-1
5.122775250E0,1.306816936E0,-4.294843972E-1,-5.946734548E-1
5.142629250E0,1.556274891E0,2.017898262E-1,-3.698878884E-1
5.162482250E0,1.271321058E0,1.361920238E0,2.889938653E-1
5.182335250E0,2.300623506E-1,3.149763107E0,7.857702971E-1
5.202189250E0,-9.463337809E-2,3.686603308E0,1.014154792E0
5.222042250E0,-1.455160789E-3,2.843350887E0,9.682448506E-1
5.241895250E0,1.442768611E-2,1.981936097E0,4.271914959E-1
5.261749250E0,1.923511326E-1,2.339728117E0,2.404866368E-1
5.281602250E0,2.264976501E-1,3.017905235E0,4.078135788E-1
5.301456250E0,9.307876229E-2,2.824089527E0,4.331401587E-1
5.321309250E0,2.886206284E-2,2.871379137E0,2.344854772E-1
5.341162250E0,1.381635964E-1,3.200670481E0,2.022394836E-1
5.361016250E0,3.263517022E-1,2.535767078E0,2.736796439E-1
5.380869250E0,3.400751948E-1,1.613363028E0,3.900877386E-2
5.400722250E0,6.020328999E-1,1.548134804E0,-1.772877425E-1
5.420576250E0,1.084565520E0,2.303498268E0,-2.946099937E-1
5.440429250E0,1.447468400E0,2.639767408E0,-5.506421924E-1
5.460283250E0,1.480927110E0,1.328809023E0,-7.527462244E-1
5.480136250E0,1.081141353E0,3.091002107E-1,-7.954375744E-1
5.499989250E0,7.415886521E-1,1.865197867E-1,-5.588432550E-1
5.519843250E0,6.063682437E-1,4.752722979E-1,-2.672514319E-1
5.539696250E0,4.315108657E-1,6.181802750E-1,-1.061150581E-1
5.559550250E0,3.765109181E-1,4.754611254E-1,-1.727402508E-1
5.579403250E0,4.151504040E-1,4.968510270E-1,-1.928386688E-1
5.599256250E0,5.940480828E-1,8.652247787E-1,-2.072047144E-1
5.619110250E0,6.344052553E-1,1.039515138E0,-9.896840900E-2
5.638963250E0,4.687991440E-1,9.644629955E-1,5.560675636E-2
5.658817250E0,4.432685971E-1,5.053800941E-1,4.123081639E-2
5.678670250E0,4.503960013E-1,-1.085032076E-1,-1.083900779E-1
5.698523250E0,3.506505489E-1,-1.343606710E-1,-1.543684900E-1
5.718377250E0,1.572080851E-1,2.169286460E-1,-7.529630512E-2
5.738230250E0,-2.382927835E-1,8.776589036E-1,8.486285806E-2
5.758083250E0,-3.848136067E-1,1.778187752E-1,1.567343175E-1
5.777937250E0,5.204803348E-1,-4.699935913E0,-4.689168036E-1
5.797790250E0,2.254158258E0,-7.264422894E0,-1.223059654E0
5.817644250E0,2.531103373E0,-3.488141060E0,-8.950115442E-1
5.837497125E0,4.771737754E-1,1.892206192E0,-5.959060192E-1
5.857350125E0,-1.334228516E0,3.181330204E0,-2.320721298E-1
5.877204125E0,-9.669937491E-1,2.821738958E0,-3.376965225E-2
5.897057125E0,2.703404799E-2,1.963009715E0,3.480911255E-1
5.916911125E0,4.750984907E-1,1.836016417E0,5.212745070E-1
5.936764125E0,1.094547585E-1,1.464555383E0,6.038820148E-1
5.956617125E0,-3.124999404E-1,8.606309295E-1,3.504021168E-1
5.976471125E0,-4.535771906E-1,5.536732078E-1,-1.495965384E-2
5.996324125E0,-3.073406219E-1,-6.897239685E-1,-3.533033431E-1
6.016178125E0,1.145190280E-2,-3.809357882E0,-7.803940773E-1
6.036031125E0,-7.408207655E-2,-5.933824539E0,-9.480841458E-2
6.055885125E0,-5.072217584E-1,-6.509207726E0,7.014738321E-1
6.075738125E0,-8.723395467E-1,-5.952534676E0,1.307556033E0
6.095591125E0,-8.726281524E-1,-5.360373974E0,2.123232365E0
6.115445125E0,-1.536581755E0,-4.678797722E0,2.705337286E0
6.135298125E0,-3.802772284E0,-4.374121666E0,2.140565157E0
6.155152125E0,-4.064184189E0,-4.283462048E0,9.111693501E-2
6.175005125E0,9.747257084E-2,-4.992499828E0,-1.169338822E0
6.194858125E0,2.758917093E0,-6.294493198E0,-1.003655553E0
6.214712125E0,2.715949059E0,-7.166428089E0,-1.161052465E0
6.234565125E0,2.136269569E0,-6.289700985E0,-1.447419524E0
6.254419125E0,1.890888572E0,-5.588646889E0,-1.497967958E0
6.274272125E0,8.613511324E-1,-5.389288902E0,-1.756336212E0
6.294125125E0,2.640369177E0,-4.168821812E0,-1.373369098E0
6.313979125E0,4.031198502E0,-3.520715714E0,-1.871061325E0
6.333832125E0,3.848212957E0,-3.374799013E0,-2.328840256E0
6.353686125E0,2.541844606E0,-2.444222927E0,-1.458385229E0
6.373539125E0,1.344451666E0,-9.738500714E-1,-3.334645033E-1
6.393393125E0,5.004366636E-1,-4.757232368E-1,-1.784390658E-1
6.413246125E0,1.703029275E-1,-4.202091396E-1,-1.289644361E0
6.433099125E0,4.524423182E-1,1.772182435E-1,-2.395749807E0
6.452953125E0,7.898193598E-1,7.710966468E-1,-2.961279869E0
6.472806125E0,1.074085161E-1,4.213740230E-1,-3.407326937E0
6.492660125E0,1.434788704E-1,6.356217861E-1,-3.125003099E0
6.512513125E0,1.192661643E0,3.734528124E-1,-2.426869154E0
6.532367125E0,1.093648314E0,1.887657940E-1,-2.371795416E0
6.552220125E0,3.740831316E-1,9.862031043E-2,-2.102093220E0
6.572073125E0,-4.675557464E-2,1.121203080E-1,-1.255282998E0
6.591927125E0,-3.264522254E-1,3.274886608E-1,-4.003588855E-1
6.611780125E0,-4.088195264E-1,7.415947318E-1,-5.179290175E-1
6.631634125E0,-3.318318129E-1,9.869335294E-1,-7.861444354E-1
6.651487125E0,2.448433936E-1,1.163489342E0,-1.480437279E0
6.671340125E0,8.369995356E-1,1.662336439E-1,-8.953118324E-1
6.691194125E0,4.973610640E-1,-9.506992102E-1,-9.012161195E-2
6.711047125E0,4.289707243E-1,-5.354648232E-1,-5.368912965E-2
6.730901125E0,9.256018698E-2,1.629106849E-1,-1.647810489E-1
6.750754125E0,-1.862839758E-1,7.677613199E-2,-2.166544199E-1
6.770608125E0,-3.136446476E-1,-8.103072643E-2,-2.667860985E-1
6.790461125E0,-4.315623641E-1,-7.297824323E-2,-6.077601761E-2
6.810315125E0,-4.994058311E-1,2.612199634E-2,-1.095975414E-1
6.830168417E0,-7.689707875E-1,-8.533141017E-2,9.161536396E-2
6.850021417E0,-1.609334230E0,5.572494492E-2,1.258180439E-1
6.869875417E0,-2.120005369E0,7.596978918E-3,2.134932131E-1
6.889728417E0,-2.930037022E0,-4.089732841E-2,9.230237603E-1
6.909582417E0,-3.068543911E0,6.600853801E-1,1.085540295E0
6.929435417E0,-2.484072685E0,3.414728642E-1,1.328941345E0
6.949289417E0,-2.413494587E0,-5.988502502E-1,1.975796938E0
6.969142417E0,-2.539892435E0,-2.325462103E-1,2.070672035E0
6.988995417E0,-1.810909986E0,-1.620889008E-1,9.173797369E-1
7.008849417E0,2.998880744E-1,8.990553021E-1,5.809490383E-2
7.028702417E0,3.618685603E-1,7.885712385E-1,-2.857398093E-1
7.048556417E0,-1.100494027E0,9.693588018E-1,-2.064090222E-5
7.068409417E0,-9.142665267E-1,1.169348836E0,1.089194417E0
7.088263417E0,-8.755671978E-1,1.906191349E0,1.644531846E0
7.108116417E0,-4.272255003E-1,1.564876080E0,1.445197344E0
7.127969417E0,1.320883930E-1,1.389063716E0,8.944129348E-1
7.147823417E0,3.282468319E-1,1.458744287E0,1.400812417E-1
7.167676417E0,5.119724870E-1,2.056721151E-1,-4.804792702E-1
7.187530417E0,7.971944809E-1,-6.024932861E-1,-9.656881094E-1
7.207383417E0,2.113443315E-1,7.871020436E-1,-1.069092512E0
7.227237417E0,-3.947206587E-2,-4.416062534E-1,-1.476217031E0
7.247090417E0,-9.447078109E-1,-2.272431374E0,-5.368326902E-1
7.266943417E0,-1.190290213E0,-9.855391979E-1,4.988794029E-1
7.286797417E0,-1.195796251E0,7.030401230E-1,-2.627417445E-1
7.306650417E0,-8.860777617E-1,4.805251360E-1,-6.351716518E-1
7.326504417E0,-4.674401879E-1,6.596864760E-2,-5.791525245E-1
7.346357417E0,-5.376284122E-1,9.690666199E-2,-3.960325718E-1
7.366211417E0,-6.007299423E-1,4.327583015E-1,-4.788631201E-1
7.386064417E0,-6.314151883E-1,1.015439749E0,-5.102999210E-1
7.405918417E0,-1.066378355E0,1.687463880E0,-1.382356603E-2
7.425771417E0,-1.510922551E0,2.037720919E0,1.461126059E-1
7.445624417E0,-1.029116750E0,8.772290349E-1,-4.989002347E-1
7.465478417E0,5.390597507E-2,-3.387667239E-2,-1.281262636E0
7.485331417E0,5.982384682E-1,4.781129062E-1,-1.578514099E0
7.505185417E0,3.487015069E-1,1.880674064E-1,-1.336773753E0
7.525038417E0,4.648049176E-1,5.106631517E-1,-1.171231866E0
7.544892417E0,8.014564514E-1,1.027777791E0,-1.453774571E0
7.564745417E0,7.770615071E-2,6.655138135E-1,-4.758462012E-1
7.584599417E0,1.191057861E-1,2.379649729E-1,-1.762456149E-1
7.604452417E0,1.490101367E-1,-6.038367152E-1,2.377227545E-1
7.624305417E0,9.157539159E-2,-9.079737663E-1,5.822053552E-1
7.644159417E0,5.957444906E-1,-9.476723075E-1,-1.400215030E-1
7.664012417E0,3.336329460E-1,-8.740144372E-1,-5.785244331E-2
