"Time (s)","X (hPa)"
8.906711174E2,1.021551056E3
8.917391884E2,1.021637573E3
8.928072054E2,1.021717682E3
8.938751694E2,1.021779327E3
8.949431614E2,1.021832199E3
8.960112184E2,1.021871490E3
8.970792504E2,1.021902008E3
8.981472944E2,1.021902008E3
8.992153954E2,1.021897964E3
9.002835144E2,1.021873550E3
9.013516374E2,1.021838684E3
9.024197154E2,1.021789780E3
9.034878394E2,1.021741257E3
9.045560234E2,1.021696777E3
9.056241794E2,1.021657181E3
9.066923244E2,1.021626205E3
9.077604404E2,1.021611252E3
9.088285924E2,1.021611252E3
9.098967534E2,1.021612167E3
9.109649064E2,1.021625443E3
9.120330864E2,1.021644745E3
9.131012454E2,1.021663513E3
9.141693354E2,1.021683578E3
9.152374004E2,1.021702194E3
9.163055464E2,1.021719971E3
9.173736884E2,1.021739502E3
9.184418464E2,1.021756592E3
9.195099874E2,1.021775360E3
9.205781094E2,1.021798248E3
9.216462384E2,1.021816788E3
9.227143644E2,1.021829224E3
9.237824774E2,1.021829224E3
9.248506354E2,1.021824951E3
9.259187774E2,1.021813660E3
