"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.716619930E2,-4.026549149E1,2.571051788E1,1.817794800E0
3.716818460E2,-4.142943954E1,2.442967606E1,2.120117188E0
3.717017000E2,-4.264183426E1,2.346628571E1,1.975616455E0
3.717215540E2,-4.313324356E1,2.266208267E1,1.863494873E0
3.717414080E2,-4.318796921E1,2.220345688E1,2.428314209E0
3.717612620E2,-4.311372757E1,2.222140503E1,2.559310913E0
3.717811160E2,-4.286484909E1,2.250655365E1,1.415679932E0
3.718009690E2,-4.217266464E1,2.326989746E1,1.150360107E0
3.718208230E2,-4.167176437E1,2.385731125E1,6.399993896E-1
3.718406770E2,-4.107228470E1,2.468774033E1,-4.340972900E-1
3.718605310E2,-3.993765640E1,2.597219086E1,-1.541488647E0
3.718803850E2,-3.887812424E1,2.743356705E1,-2.267868042E0
3.719002390E2,-3.738228226E1,2.905585861E1,-2.921585083E0
3.719200929E2,-3.546284103E1,3.065098953E1,-3.246765137E0
3.719399459E2,-3.380575180E1,3.223526382E1,-3.237167358E0
3.719597999E2,-3.199517441E1,3.370669937E1,-3.614395142E0
3.719796539E2,-3.079153824E1,3.493056870E1,-3.245849609E0
3.719995079E2,-2.974216080E1,3.577000427E1,-3.011642456E0
3.720193619E2,-2.655362320E1,3.792718887E1,-3.290618896E0
3.720392159E2,-2.561108017E1,3.835873032E1,-3.289718628E0
3.720590689E2,-2.397111893E1,3.886494827E1,-3.830123901E0
3.720789229E2,-2.323225784E1,3.960028839E1,-3.125488281E0
3.720987769E2,-2.189041519E1,4.049133301E1,-3.020324707E0
3.721186309E2,-2.122267532E1,4.116810226E1,-2.866561890E0
3.721384849E2,-2.019863510E1,4.150207520E1,-2.836898804E0
3.721583389E2,-2.000098801E1,4.152827835E1,-3.353485107E0
3.721781919E2,-2.015517044E1,4.179470444E1,-3.793838501E0
3.721980459E2,-2.021322250E1,4.103446198E1,-4.085403442E0
3.722178999E2,-2.139499283E1,4.011749649E1,-4.382507324E0
3.722377539E2,-2.282419205E1,3.926343918E1,-3.785430908E0
3.722576079E2,-2.463850021E1,3.879105759E1,-2.688583374E0
3.722774619E2,-2.572650528E1,3.828775406E1,-1.638839722E0
3.722973159E2,-2.693606186E1,3.763482285E1,-1.280776978E0
3.723171689E2,-2.827491379E1,3.705739594E1,-7.775878906E-1
3.723370229E2,-2.908906174E1,3.645307159E1,-3.583221436E-1
3.723568769E2,-3.055221176E1,3.545960999E1,3.939056396E-1
3.723767309E2,-3.190635300E1,3.461377716E1,1.174301147E0
3.723965849E2,-3.387830734E1,3.327705765E1,1.250564575E0
3.724164389E2,-3.494238663E1,3.184125137E1,9.406890869E-1
3.724362929E2,-3.650401688E1,3.018581390E1,1.404388428E0
3.724561459E2,-3.809743118E1,2.854322433E1,2.188079834E0
3.724759999E2,-3.968017960E1,2.686584473E1,3.215972900E0
3.724958539E2,-4.088518906E1,2.524455261E1,4.031631470E0
3.725157079E2,-4.176106644E1,2.405130768E1,3.559967041E0
3.725355619E2,-4.252994919E1,2.317823029E1,4.147262573E0
3.725554159E2,-4.303215408E1,2.238648605E1,4.318344116E0
3.725752689E2,-4.333362198E1,2.178551483E1,4.823059082E0
3.725951229E2,-4.339608383E1,2.135853195E1,5.099197388E0
3.726149769E2,-4.290008926E1,2.131010056E1,4.734771729E0
3.726348309E2,-4.257726669E1,2.171931458E1,3.545516968E0
3.726546849E2,-4.239799881E1,2.247856522E1,3.023437500E0
3.726745389E2,-4.171289444E1,2.319749069E1,1.640029907E0
3.726943919E2,-4.089821243E1,2.445997620E1,3.583831787E-1
3.727142459E2,-4.037106705E1,2.467323303E1,3.704833984E-1
3.727340999E2,-3.930681992E1,2.595659637E1,-6.538543701E-1
3.727539539E2,-3.787118912E1,2.749916458E1,-1.016677856E0
3.727738079E2,-3.635206985E1,2.938566208E1,-7.609405518E-1
3.727936619E2,-3.496582413E1,3.099949265E1,-1.161544800E0
3.728135149E2,-3.311064529E1,3.255836487E1,-9.007568359E-1
3.728333689E2,-3.150245285E1,3.417533875E1,-6.512145996E-1
3.728532229E2,-2.957007217E1,3.532270432E1,-7.400054932E-1
3.728730769E2,-2.789422989E1,3.630851364E1,-8.511962891E-1
3.728929309E2,-2.646143723E1,3.751746750E1,-9.597778320E-1
3.729127844E2,-2.471314621E1,3.870298386E1,-1.708297729E0
3.729326384E2,-2.306535721E1,3.997312546E1,-1.271270752E0
3.729524914E2,-2.145134354E1,4.041302490E1,-1.545074463E0
3.729723454E2,-2.088895035E1,4.049240112E1,-1.734054565E0
3.729921994E2,-2.030656815E1,4.056327438E1,-1.332946777E0
3.730120534E2,-1.994208145E1,4.019998169E1,-1.857177734E0
3.730319074E2,-2.059664536E1,3.932581711E1,-2.545730591E0
3.730517614E2,-2.179336929E1,3.876410675E1,-2.029678345E0
3.730716144E2,-2.329850388E1,3.836763763E1,-1.103866577E0
3.730914684E2,-2.413798904E1,3.808562088E1,-1.224716187E0
3.731113224E2,-2.546072769E1,3.727299500E1,-5.257415771E-1
3.731311764E2,-2.652894974E1,3.705277634E1,-1.734161377E-1
3.731510304E2,-2.734252548E1,3.632118988E1,5.396728516E-1
3.731708844E2,-2.846653366E1,3.557267380E1,8.706512451E-1
3.731907374E2,-2.964072037E1,3.532339478E1,1.609161377E0
3.732105914E2,-3.057896042E1,3.439298630E1,2.294128418E0
3.732304454E2,-3.197362900E1,3.333811188E1,2.722305298E0
3.732502994E2,-3.349512863E1,3.189496994E1,2.914505005E0
3.732701534E2,-3.496146011E1,3.036878204E1,3.647613525E0
3.732900074E2,-3.667736435E1,2.924268723E1,3.816421509E0
3.733098614E2,-3.800429153E1,2.789777374E1,3.603134155E0
3.733297144E2,-3.890430069E1,2.679323578E1,3.956405640E0
3.733495684E2,-3.959574509E1,2.553490829E1,4.000274658E0
3.733694224E2,-4.038995743E1,2.440787506E1,4.031829834E0
3.733892764E2,-4.088079453E1,2.314608765E1,3.724960327E0
3.734091304E2,-4.116005325E1,2.266939926E1,3.666152954E0
3.734289844E2,-4.150297928E1,2.183789825E1,3.930679321E0
3.734488374E2,-4.157331467E1,2.122642517E1,4.336975098E0
3.734686914E2,-4.177894211E1,2.129396439E1,4.742141724E0
3.734885454E2,-4.166431046E1,2.161569214E1,4.657516479E0
3.735083994E2,-4.115916824E1,2.210026932E1,4.149169922E0
3.735282534E2,-4.060326767E1,2.288371277E1,2.919555664E0
3.735481074E2,-3.996165848E1,2.394099808E1,1.963958740E0
3.735679604E2,-3.903837204E1,2.517297745E1,9.606628418E-1
3.735878144E2,-3.797481918E1,2.629875565E1,2.428588867E-1
3.736076684E2,-3.662575150E1,2.794667053E1,-1.997833252E-1
3.736275224E2,-3.476390457E1,2.943971634E1,-4.610443115E-1
3.736473764E2,-3.286970901E1,3.085076523E1,-4.645538330E-1
3.736672304E2,-3.104957962E1,3.186783218E1,-5.254821777E-1
3.736870844E2,-2.970229721E1,3.286385727E1,-4.054412842E-1
3.737069374E2,-2.839651108E1,3.413964844E1,4.978942871E-2
3.737267914E2,-2.683018875E1,3.574597168E1,-2.206420898E-2
3.737466454E2,-2.480371475E1,3.689751053E1,-5.936126709E-1
3.737664994E2,-2.236877060E1,3.754732513E1,-1.380157471E0
3.737863534E2,-2.056664658E1,3.818891907E1,-2.089019775E0
3.738062074E2,-1.902609634E1,3.873194504E1,-2.069519043E0
3.738260604E2,-1.816211319E1,3.877891541E1,-2.340637207E0
3.738459144E2,-1.804552078E1,3.812808609E1,-1.981719971E0
3.738657684E2,-1.878060532E1,3.784069443E1,-1.681701660E0
3.738856224E2,-1.955315018E1,3.791825485E1,-1.062332153E0
3.739054774E2,-2.025799179E1,3.771902466E1,-6.265869141E-1
3.739253314E2,-2.159597397E1,3.750114441E1,-1.057739258E-1
3.739451844E2,-2.274615097E1,3.737957001E1,6.544799805E-1
3.739650384E2,-2.386110306E1,3.717670059E1,1.548202515E0
3.739848924E2,-2.497237778E1,3.652608490E1,1.950592041E0
3.740047464E2,-2.608781815E1,3.608911514E1,2.823333740E0
3.740246004E2,-2.718576431E1,3.574537277E1,3.341766357E0
3.740444544E2,-2.791571426E1,3.551796722E1,3.209228516E0
3.740643084E2,-2.982397079E1,3.380484390E1,4.303344727E0
3.740841614E2,-3.100388718E1,3.331745529E1,4.211318970E0
3.741040154E2,-3.250873184E1,3.210444260E1,4.729736328E0
3.741238694E2,-3.413099289E1,3.105001831E1,5.260269165E0
3.741437234E2,-3.549087906E1,2.996512604E1,5.674743652E0
3.741635774E2,-3.662107468E1,2.912199020E1,5.971633911E0
3.741834314E2,-3.752428055E1,2.791450500E1,5.433975220E0
3.742032844E2,-3.855527115E1,2.624564743E1,5.896804810E0
3.742231384E2,-3.946233749E1,2.523984528E1,5.650711060E0
3.742429924E2,-4.042557144E1,2.370232391E1,5.214004517E0
3.742628464E2,-4.127920151E1,2.239423752E1,4.757720947E0
3.742827004E2,-4.179255295E1,2.171855545E1,4.762390137E0
3.743025544E2,-4.211240005E1,2.115822220E1,4.673171997E0
3.743224084E2,-4.237206650E1,2.095686340E1,4.641525269E0
3.743422614E2,-4.246865463E1,2.099694443E1,4.760742188E0
3.743621154E2,-4.232071304E1,2.169083786E1,3.762237549E0
3.743819694E2,-4.206309891E1,2.203883362E1,2.333145142E0
3.744018234E2,-4.155540848E1,2.310499191E1,1.669921875E0
3.744216774E2,-4.056034470E1,2.413519287E1,5.364990234E-2
3.744415314E2,-3.927113724E1,2.533679199E1,-5.955963135E-1
3.744613844E2,-3.815018082E1,2.698945236E1,-7.530517578E-1
3.744812384E2,-3.665606308E1,2.834313583E1,-1.164016724E0
3.745010924E2,-3.534614944E1,2.993463516E1,-1.320785522E0
3.745209464E2,-3.408114243E1,3.146447754E1,-9.954986572E-1
3.745408004E2,-3.238976669E1,3.334110260E1,-7.368011475E-1
3.745606544E2,-3.024891281E1,3.499422073E1,-9.780883789E-1
3.745805074E2,-2.812671280E1,3.645109940E1,-1.363311768E0
3.746003614E2,-2.594501114E1,3.746998215E1,-2.866088867E0
3.746202154E2,-2.383075333E1,3.863180161E1,-4.039001465E0
3.746400694E2,-2.156091690E1,3.952146530E1,-4.888641357E0
3.746599234E2,-2.002003098E1,3.920608521E1,-4.987777710E0
3.746797774E2,-1.940204239E1,3.934381866E1,-4.997375488E0
3.746996304E2,-1.929435349E1,3.981872177E1,-4.149276733E0
3.747194844E2,-1.944754410E1,4.003401184E1,-3.897155762E0
3.747393384E2,-1.980519485E1,3.962833786E1,-3.653106689E0
3.747591924E2,-2.040793991E1,3.971418762E1,-3.697265625E0
3.747790464E2,-2.107241440E1,3.939464188E1,-3.508529663E0
3.747989004E2,-2.192190933E1,3.914921570E1,-3.157608032E0
3.748187534E2,-2.340547562E1,3.861257935E1,-2.538833618E0
3.748386074E2,-2.449544144E1,3.844952011E1,-2.427139282E0
