"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.549707340E2,-3.647770691E1,2.822541428E1,8.752307892E0
1.549905870E2,-3.577902222E1,2.884555817E1,8.215488434E0
1.550104390E2,-3.509533691E1,2.985493851E1,8.047790527E0
1.550302910E2,-3.481944275E1,2.998932076E1,7.700939178E0
1.550501440E2,-3.401910400E1,3.088854218E1,7.569305420E0
1.550699960E2,-3.369708252E1,3.136614990E1,7.377807617E0
1.550898480E2,-3.290757751E1,3.237660599E1,7.347438812E0
1.551097000E2,-3.237416077E1,3.314089203E1,6.704051971E0
1.551295530E2,-3.178120422E1,3.343332291E1,6.922321320E0
1.551494050E2,-3.103303528E1,3.419258118E1,7.357021332E0
1.551692570E2,-3.031134033E1,3.488544464E1,6.893791199E0
1.551891100E2,-2.946226501E1,3.574305725E1,7.084941864E0
1.552089620E2,-2.879669189E1,3.620731354E1,6.827907562E0
1.552288140E2,-2.831318665E1,3.680757904E1,7.288681030E0
1.552486660E2,-2.776206970E1,3.730989075E1,7.438739777E0
1.552685190E2,-2.763825989E1,3.764636230E1,7.001121521E0
1.552883710E2,-2.716104126E1,3.807703400E1,7.069843292E0
1.553082230E2,-2.656669617E1,3.795072174E1,7.266754150E0
1.553280750E2,-2.664086914E1,3.774726868E1,7.262332916E0
1.553479280E2,-2.639186096E1,3.787137604E1,7.899639130E0
1.553677800E2,-2.647734070E1,3.726498032E1,8.144075394E0
1.553876320E2,-2.681330872E1,3.714104843E1,7.763149261E0
1.554074850E2,-2.670434570E1,3.692042160E1,8.225397110E0
1.554273370E2,-2.712373352E1,3.657352448E1,8.407958984E0
1.554471890E2,-2.737077332E1,3.668072891E1,8.738174438E0
1.554670410E2,-2.804559326E1,3.682775879E1,8.630086899E0
1.554868940E2,-2.812763977E1,3.683819199E1,8.688781738E0
1.555067460E2,-2.833328247E1,3.659437943E1,9.532100677E0
1.555265980E2,-2.836415100E1,3.661709213E1,9.673164368E0
1.555464510E2,-2.825628662E1,3.618039703E1,9.901443481E0
1.555663030E2,-2.850773621E1,3.603158569E1,1.023626328E1
1.555861550E2,-2.859468079E1,3.607781219E1,1.066959190E1
1.556060070E2,-2.849971008E1,3.519303131E1,1.092564392E1
1.556258600E2,-2.869949341E1,3.490191269E1,1.080443382E1
1.556457120E2,-2.915432739E1,3.422129822E1,1.133855438E1
1.556655640E2,-2.949981689E1,3.381237793E1,1.165711403E1
1.556854160E2,-3.015118408E1,3.354811859E1,1.167942619E1
1.557052690E2,-3.013294983E1,3.318765259E1,1.150717926E1
1.557251210E2,-3.057331848E1,3.294398117E1,1.224590874E1
1.557449730E2,-3.130314636E1,3.228419113E1,1.252350616E1
1.557648260E2,-3.215353394E1,3.157765770E1,1.255444908E1
1.557846780E2,-3.296138000E1,3.070039558E1,1.271985245E1
1.558045300E2,-3.376799011E1,2.997355652E1,1.330552292E1
1.558243820E2,-3.417895508E1,2.932942200E1,1.358616257E1
1.558442343E2,-3.488455200E1,2.862989426E1,1.400909996E1
1.558640863E2,-3.540647888E1,2.763872719E1,1.469122505E1
1.558839383E2,-3.608876038E1,2.683762360E1,1.560683060E1
1.559037903E2,-3.640260315E1,2.592024231E1,1.605598450E1
1.559236433E2,-3.710894775E1,2.501026154E1,1.622352982E1
1.559434953E2,-3.763540649E1,2.384616470E1,1.602269936E1
1.559633473E2,-3.819146729E1,2.296470261E1,1.622702026E1
1.559832003E2,-3.861326599E1,2.205465126E1,1.608977127E1
1.560030523E2,-3.917231750E1,2.094667816E1,1.604433060E1
1.560229043E2,-3.927983093E1,1.989906693E1,1.635367966E1
1.560427563E2,-4.029643250E1,1.888443184E1,1.652309799E1
1.560626093E2,-4.071026611E1,1.782566833E1,1.670763588E1
1.560824613E2,-4.135354614E1,1.737186432E1,1.627175903E1
1.561023133E2,-4.176191711E1,1.650058746E1,1.654755783E1
1.561221663E2,-4.179753113E1,1.617558289E1,1.611435890E1
1.561420183E2,-4.159057617E1,1.603369904E1,1.626200104E1
1.561618703E2,-4.222880554E1,1.603548813E1,1.622580719E1
1.561817223E2,-4.199295044E1,1.601186943E1,1.590067482E1
1.562015753E2,-4.228504944E1,1.581109047E1,1.630176735E1
1.562214273E2,-4.210736084E1,1.564706516E1,1.608159256E1
1.562412793E2,-4.203962708E1,1.581285381E1,1.551208496E1
1.562611313E2,-4.172634888E1,1.577464676E1,1.538972092E1
1.562809843E2,-4.185203552E1,1.620815468E1,1.490391350E1
1.563008363E2,-4.155828857E1,1.658942413E1,1.459448624E1
1.563206883E2,-4.148368835E1,1.689437485E1,1.461853027E1
1.563405413E2,-4.140374756E1,1.739661980E1,1.459153938E1
1.563603933E2,-4.147267151E1,1.809043503E1,1.448380280E1
1.563802453E2,-4.115228271E1,1.842267418E1,1.432284737E1
1.564000973E2,-4.100486755E1,1.912787628E1,1.366071701E1
1.564199503E2,-4.117704773E1,2.020007706E1,1.320971107E1
1.564398023E2,-4.070190430E1,2.104494476E1,1.221807671E1
1.564596543E2,-4.016395569E1,2.202751541E1,1.200289154E1
1.564795063E2,-3.954917908E1,2.299696350E1,1.199914742E1
1.564993593E2,-3.933526611E1,2.393709755E1,1.147735596E1
1.565192113E2,-3.889295959E1,2.512026787E1,1.081875992E1
1.565390633E2,-3.834814453E1,2.584586525E1,1.006372261E1
1.565589163E2,-3.787034607E1,2.703872871E1,9.427375793E0
1.565787683E2,-3.663963318E1,2.787231827E1,9.005994797E0
1.565986203E2,-3.622970581E1,2.883991814E1,8.489007950E0
1.566184723E2,-3.553158569E1,2.968696594E1,8.188425064E0
1.566383253E2,-3.460366821E1,3.068747902E1,7.380119324E0
1.566581773E2,-3.420036316E1,3.153353882E1,7.457336426E0
1.566780293E2,-3.364018250E1,3.198766708E1,7.524932861E0
1.566978823E2,-3.257556152E1,3.287896729E1,7.726123810E0
1.567177343E2,-3.214163208E1,3.368368530E1,6.950225830E0
1.567375863E2,-3.168901062E1,3.441864014E1,6.652835846E0
1.567574383E2,-3.041001892E1,3.519193268E1,6.752601624E0
1.567772913E2,-2.987748718E1,3.550186539E1,6.524368286E0
1.567971433E2,-2.882928467E1,3.633516693E1,6.800327301E0
1.568169953E2,-2.813775635E1,3.669895172E1,6.423061371E0
1.568368473E2,-2.763856506E1,3.673375702E1,6.171447754E0
1.568567010E2,-2.739352417E1,3.688034439E1,6.404575348E0
1.568765530E2,-2.716979980E1,3.662965393E1,6.630031586E0
1.568964050E2,-2.727061462E1,3.667383575E1,6.591213226E0
1.569162570E2,-2.693708801E1,3.677855682E1,6.881916046E0
1.569361100E2,-2.697438049E1,3.677795792E1,6.696712494E0
1.569559620E2,-2.727484131E1,3.673908234E1,7.086494446E0
1.569758140E2,-2.755073547E1,3.687981415E1,7.128532410E0
1.569956670E2,-2.759580994E1,3.680070877E1,7.316734314E0
1.570155190E2,-2.760177612E1,3.676959991E1,7.615173340E0
1.570353710E2,-2.793733215E1,3.698606491E1,7.260704041E0
1.570552230E2,-2.772251892E1,3.709780121E1,7.600734711E0
1.570750760E2,-2.805136108E1,3.685228729E1,7.701126099E0
1.570949280E2,-2.830743408E1,3.685704803E1,7.653953552E0
1.571147800E2,-2.839944458E1,3.679711151E1,7.690414429E0
1.571346330E2,-2.838626099E1,3.648516464E1,7.980377197E0
1.571544850E2,-2.859962463E1,3.622999573E1,8.510486603E0
1.571743370E2,-2.891888428E1,3.570854950E1,9.014699936E0
1.571941890E2,-2.896607971E1,3.506872559E1,9.097652435E0
1.572140420E2,-2.988906860E1,3.466186142E1,9.527687073E0
1.572338940E2,-3.015501404E1,3.382415390E1,1.023584175E1
1.572537460E2,-3.096476746E1,3.319100952E1,1.067967224E1
1.572735980E2,-3.156863403E1,3.257208633E1,1.113344765E1
1.572934510E2,-3.233009338E1,3.239084625E1,1.218808937E1
1.573133030E2,-3.287474060E1,3.182280159E1,1.226948738E1
1.573331550E2,-3.326902771E1,3.083921051E1,1.260101509E1
1.573530080E2,-3.385289001E1,3.001140785E1,1.280987167E1
1.573728600E2,-3.428628540E1,2.906446838E1,1.335449600E1
1.573927120E2,-3.493698120E1,2.840150261E1,1.324460411E1
1.574125640E2,-3.551829529E1,2.729109383E1,1.322940826E1
1.574324170E2,-3.629791260E1,2.635128403E1,1.318261147E1
1.574522690E2,-3.698069763E1,2.551717758E1,1.340188217E1
1.574721210E2,-3.719560242E1,2.431105423E1,1.462803268E1
1.574919740E2,-3.767314148E1,2.334233856E1,1.542161751E1
1.575118260E2,-3.833068848E1,2.241426468E1,1.590321350E1
1.575316780E2,-3.904364014E1,2.144230270E1,1.525688744E1
1.575515300E2,-4.002581787E1,2.037866783E1,1.542485428E1
1.575713830E2,-4.009184265E1,1.970717430E1,1.496302414E1
1.575912350E2,-4.056660461E1,1.883696365E1,1.500037003E1
1.576110870E2,-4.110986328E1,1.840327454E1,1.516729546E1
1.576309390E2,-4.129737854E1,1.794696045E1,1.545487785E1
1.576507920E2,-4.159675598E1,1.715721893E1,1.538766289E1
1.576706440E2,-4.214994812E1,1.641635895E1,1.522550392E1
1.576904960E2,-4.234919739E1,1.591831398E1,1.501848793E1
1.577103490E2,-4.255793762E1,1.563365936E1,1.499567223E1
1.577302010E2,-4.235830688E1,1.541988945E1,1.454301643E1
1.577500530E2,-4.287278748E1,1.507609940E1,1.432081795E1
1.577699050E2,-4.271571350E1,1.481328201E1,1.432668114E1
1.577897580E2,-4.281301880E1,1.470308781E1,1.376385307E1
1.578096100E2,-4.307630920E1,1.508381081E1,1.334434891E1
1.578294620E2,-4.298841858E1,1.523707867E1,1.389367294E1
1.578493139E2,-4.290719604E1,1.550113583E1,1.335619545E1
1.578691669E2,-4.285160828E1,1.613103485E1,1.360000229E1
1.578890189E2,-4.263531494E1,1.681616592E1,1.368856621E1
1.579088709E2,-4.243569946E1,1.740008354E1,1.331673431E1
1.579287239E2,-4.216639709E1,1.809843063E1,1.331268692E1
1.579485759E2,-4.155612183E1,1.910936546E1,1.330062294E1
1.579684279E2,-4.078718567E1,2.011645126E1,1.259166336E1
1.579882799E2,-4.048123169E1,2.069702530E1,1.189663315E1
1.580081329E2,-3.987219238E1,2.152535057E1,1.175357056E1
1.580279849E2,-3.970884705E1,2.252907562E1,1.129103470E1
1.580478369E2,-3.918672180E1,2.329800797E1,1.049895859E1
1.580676899E2,-3.871177673E1,2.432494736E1,1.064666367E1
1.580875419E2,-3.836332703E1,2.514628410E1,1.029902077E1
1.581073939E2,-3.784512329E1,2.592090607E1,1.018533134E1
1.581272459E2,-3.708555603E1,2.705308723E1,9.705547333E0
1.581470989E2,-3.616981506E1,2.807849312E1,9.564617157E0
1.581669509E2,-3.557754517E1,2.932575798E1,8.732711792E0
1.581868029E2,-3.450790405E1,3.032614899E1,8.088499069E0
1.582066549E2,-3.373158264E1,3.116951942E1,8.184736252E0
1.582265079E2,-3.272575378E1,3.234780121E1,7.870121002E0
1.582463599E2,-3.219831848E1,3.331462097E1,7.820861816E0
1.582662119E2,-3.092639160E1,3.418371964E1,7.410331726E0
1.582860649E2,-2.991114807E1,3.483403778E1,7.333854675E0
1.583059169E2,-2.895668030E1,3.532451248E1,7.209400177E0
1.583257689E2,-2.830886841E1,3.583689880E1,7.621585846E0
1.583456209E2,-2.795068359E1,3.643614960E1,7.382289886E0
1.583654739E2,-2.772073364E1,3.644247818E1,7.267826080E0
1.583853259E2,-2.783428955E1,3.681200027E1,7.149204254E0
1.584051779E2,-2.736346436E1,3.731645966E1,7.307609558E0
1.584250309E2,-2.706550598E1,3.749605560E1,7.268119812E0
1.584448829E2,-2.708209229E1,3.788941956E1,7.415874481E0
1.584647349E2,-2.699734497E1,3.795525360E1,7.321918488E0
1.584845869E2,-2.710623169E1,3.751039505E1,7.940113068E0
1.585044399E2,-2.700106812E1,3.759170532E1,8.036436081E0
1.585242919E2,-2.682318115E1,3.726440048E1,7.785602570E0
1.585441439E2,-2.711102295E1,3.683918762E1,7.916259766E0
1.585639969E2,-2.749742126E1,3.645772552E1,8.316707611E0
