"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.053877333E0,-3.937226534E-1,-1.011226773E0,-1.869858652E-1
6.073944333E0,-2.577115595E-1,-1.016295195E0,-9.575895965E-4
6.094011333E0,-1.235795021E-1,-1.152013421E0,1.567179561E-1
6.114077333E0,-1.105599478E-1,-1.120980263E0,3.132652342E-1
6.134144333E0,-1.455368400E-1,-7.224274278E-1,4.842234254E-1
6.154211333E0,-3.036223054E-1,-1.955185533E-1,5.763751268E-1
6.174278333E0,-5.412713885E-1,-2.208393514E-1,5.591359138E-1
6.194345333E0,-7.617552280E-1,-4.015521407E-1,6.101791859E-1
6.214411333E0,-9.176908731E-1,-8.988524675E-1,5.570392013E-1
6.234478333E0,-6.215338707E-1,-1.112464666E0,6.149599552E-1
6.254545333E0,-2.266937047E-1,-8.638563752E-1,6.471660733E-1
6.274612333E0,-1.928801090E-1,-4.627779126E-1,6.361935735E-1
6.294678333E0,-3.425519764E-1,-2.265422642E-1,6.857202649E-1
6.314745333E0,-4.160051048E-1,-4.113994241E-1,8.087847829E-1
6.334812333E0,-3.623805940E-1,-8.716993928E-1,9.511228204E-1
6.354879333E0,-3.874445558E-1,-1.299770594E0,1.108492851E0
6.374945333E0,-4.179880619E-1,-1.623236060E0,1.354012251E0
6.395012333E0,-3.946289718E-1,-1.531913280E0,1.605943441E0
6.415079333E0,-5.039188266E-1,-1.177618623E0,1.809165359E0
6.435146333E0,-8.729039431E-1,-7.298256159E-1,1.700031757E0
6.455212333E0,-1.049370766E0,-5.256036520E-1,1.522170067E0
6.475279333E0,-8.347855806E-1,-4.930879176E-1,1.397566557E0
6.495346333E0,-5.860835910E-1,-2.708780468E-1,1.311053753E0
6.515413333E0,-5.659594536E-1,1.808148772E-1,1.169856191E0
6.535479333E0,-6.315737963E-1,1.818165630E-1,1.045175314E0
6.555546333E0,-5.084248781E-1,-1.110593081E-1,9.201286435E-1
6.575613333E0,-3.044623137E-1,-1.193864420E-1,7.776041031E-1
6.595680333E0,-1.071908250E-1,6.293051690E-2,6.366889477E-1
6.615747333E0,6.226350740E-2,-4.387684166E-4,5.370292068E-1
6.635813333E0,1.117437631E-1,-4.018680155E-1,5.195022225E-1
6.655880333E0,2.197453827E-1,-8.260149956E-1,4.243736267E-1
6.675947333E0,2.880755067E-1,-1.159017682E0,2.049113065E-1
6.696014333E0,3.815581799E-1,-1.126454234E0,1.366656423E-1
6.716080333E0,3.487187326E-1,-1.148550272E0,2.963863313E-1
6.736147333E0,1.151113734E-1,-1.695795774E0,5.655610561E-1
6.756214333E0,3.245166689E-2,-2.425439119E0,7.921735048E-1
6.776281333E0,3.660838604E-1,-2.666909218E0,9.731193781E-1
6.796347333E0,9.828372598E-1,-2.553618193E0,9.859807491E-1
6.816414333E0,1.574529290E0,-2.335574627E0,1.008275509E0
6.836481333E0,1.401079297E0,-2.757294893E0,2.404485196E-1
6.856548333E0,7.461662889E-1,-2.424057007E0,-4.619186521E-1
6.876615083E0,3.886271715E-1,-1.404473186E0,-6.271514893E-1
6.896682083E0,4.364534020E-1,-1.472921371E0,-6.187757254E-1
6.916749083E0,5.935291052E-1,-1.881054401E0,-5.011685491E-1
6.936816083E0,6.571708918E-1,-1.764361620E0,-1.508260071E-1
6.956883083E0,7.371822000E-1,-1.886259794E0,2.376838177E-1
6.976949083E0,7.913862467E-1,-2.189895391E0,2.555741668E-1
6.997016083E0,5.577518344E-1,-2.204201698E0,2.229045331E-1
7.017083083E0,7.716742158E-2,-2.128919840E0,4.567326903E-1
7.037150083E0,-4.057500511E-3,-2.241873741E0,8.391445279E-1
7.057216083E0,5.033030510E-1,-2.650888920E0,9.994046092E-1
7.077283083E0,6.192086339E-1,-2.989716053E0,1.038490295E0
7.097350083E0,4.988070428E-1,-2.651474714E0,1.414674997E0
7.117417083E0,6.938423514E-1,-2.607219696E0,1.750300050E0
7.137483083E0,3.538984954E-1,-1.889489532E0,2.103279591E0
7.157550083E0,-1.495540291E-1,-9.269394279E-1,2.483410358E0
7.177617083E0,-5.252675414E-1,-8.357655406E-1,2.199459553E0
7.197684083E0,-8.410969377E-1,-1.912348747E0,1.577646375E0
7.217750083E0,-1.092940569E0,-2.107560873E0,8.073537350E-1
7.237817083E0,-5.197678208E-1,-7.327995896E-1,7.852369547E-1
7.257884083E0,5.050607324E-1,1.462102771E0,1.651988626E0
7.277951083E0,9.901643395E-1,2.986769438E0,2.402466059E0
7.298017083E0,1.019835353E0,3.146124840E0,2.785742521E0
7.318084083E0,3.805296421E-1,7.886949778E-1,1.957373261E0
7.338151083E0,8.986552060E-2,-1.570164442E0,1.440172195E0
7.358218083E0,-1.011418581E0,-2.559573174E0,2.369382620E0
7.378284083E0,-1.992064595E0,-1.077610731E0,3.791378498E0
7.398351083E0,3.797482550E-1,8.285893798E-1,3.887015820E0
7.418418083E0,9.407838583E-1,7.201635838E-1,2.720788717E0
7.438485083E0,5.627835393E-1,-5.799237490E-1,1.298275471E0
7.458551083E0,4.881984890E-1,-9.118891358E-1,2.937419415E-1
7.478618083E0,3.270934522E-1,-7.339679003E-1,-2.001694031E-2
7.498685083E0,3.427292705E-1,1.036663130E-1,-7.392247021E-2
7.518752083E0,2.278896570E-1,9.502940774E-1,2.460578918E0
7.538818083E0,-7.471081614E-2,3.611394763E-2,2.997797966E0
7.558885083E0,4.594006762E-2,-5.101188421E-1,2.337602139E0
7.578952083E0,4.065135717E-1,-5.514814258E-1,1.407518864E0
7.599019083E0,1.999365538E-1,-6.050450802E-1,1.443411112E0
7.619086083E0,6.022436544E-3,-2.142818570E-1,1.624900341E0
7.639152083E0,3.189217448E-1,-2.123009413E-1,1.330818653E0
